Entity,Code,Year,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Solar Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Wind Consumption - EJ,Geo Biomass Other - EJ,Biofuels (TWh)
Central America,,1971,58.48976897,0,0.018447337,0,6.458060722,0.11666676,0,0.29722246,
Central America,,1972,63.72933961,0,0.080525556,0,6.874727722,0.20277794,0,0.39166698,
Central America,,1973,66.88204448,0,0.115419053,0,7.324450304,0.12777788,0,0.32500026,
Central America,,1974,68.21955131,0,0.048084565,0,8.15417319,0.07222228,0,0.43333368,
Central America,,1975,75.70054096,0,0.012730517,0,7.64861723,0.0694445,0,0.93888964,
Central America,,1976,77.57100654,0,0.007645444,0,8.114728714,0.05000004,0,2.01111272,
Central America,,1977,78.56475795,0,0.007825004,0,8.131673172,0,0,1.94166822,
Central America,,1978,79.59791762,0,0.008323225,0,11.06639774,0,0,2.08889056,
Central America,,1979,79.62479831,0,0.016572151,0,13.48667746,0,0,1.78333476,
Central America,,1980,74.80597889,0,0.171612269,0,15.43473457,0,0,1.894738358,
Central America,,1981,74.21987516,0,0.167820886,0,16.02834616,0,0,3.080850418,
Central America,,1982,74.2605991,0,0.032052158,0,15.50640129,0,0,3.328072838,
Central America,,1983,73.2593442,0,0.032052158,0,17.21029155,0,0,2.850294678,
Central America,,1984,71.60122631,0,0.008792139,0,19.35973771,0,0,3.436406258,
Central America,,1985,71.65918618,0,0.262557142,0,22.16479551,0,0,2.602752082,
Central America,,1986,71.59735103,0,0.272489155,0,25.89865961,0,0,2.390974135,
Central America,,1987,76.95061424,0,0.293190424,0,26.89995208,0,0,2.529213134,
Central America,,1988,74.60754172,0,0.150723821,0,28.65085903,0,0,2.455451964,
Central America,,1989,77.98304341,0,0.395851462,0,30.92834419,0,0,3.255188715,
Central America,,1990,80.50694151,0,0.282175197,0,32.34037032,0,0,3.390990578,
Central America,,1991,87.79558708,0,0.395295906,0,31.46466128,0,0,3.708513844,
Central America,,1992,99.84218901,0,0.364566959,0,29.96334064,0,0,5.060151753,
Central America,,1993,106.5601451,0,0.462581302,0,33.39877672,0,0,4.783364996,
Central America,,1994,116.6292835,0,0.467885889,0,32.26580915,0,0,4.702940487,
Central America,,1995,129.1975715,0,0.364844737,0,31.83943658,0,0,4.863445265,
Central America,,1996,126.1791201,0,1.009308702,0,36.73839527,0,0.062751059,4.831740797,
Central America,,1997,136.7931745,0,0.494264635,0,35.46026074,0,0.210312585,5.141205125,
Central America,,1998,156.8220318,0,0.512632819,0,35.69190134,0,0.178356896,4.484228392,
Central America,,1999,154.678155,0,1.021552821,0,41.65377245,0,0.276822682,6.704731562,
Central America,,2000,159.4300201,0,3.02245432,3.89E-05,42.68186897,0,0.486053394,7.793389184,
Central America,,2001,170.7794451,0,3.210245154,0.000190422,37.84036409,0,0.495164592,8.426253222,
Central America,,2002,170.3535939,0,4.134688112,0.000320807,39.65301113,0,0.697314145,9.120597963,
Central America,,2003,177.9838571,0,4.665837169,0.000525802,41.11570643,0,0.627212896,9.661229715,
Central America,,2004,181.63153,0,4.790351586,0.000652389,43.4083297,0,0.691462095,10.07054425,
Central America,,2005,180.4407218,0,5.437054202,0.001823138,46.04542602,0,0.544197104,10.74869721,
Central America,,2006,190.8930571,0,4.779865443,0.001830382,48.12090167,0,0.727479288,11.48076792,
Central America,,2007,201.9852312,0,5.374446307,0.002073943,47.66438295,0,0.638554232,12.63230759,
Central America,,2008,202.5955255,0,5.725813563,0.002552055,53.06535944,0,0.522875028,12.98451945,
Central America,,2009,200.6057021,0,4.711796131,0.002843246,49.4099042,0,1.105490322,13.88984248,
Central America,,2010,202.7965881,0,5.60105685,0.003112613,55.36786847,0,1.360712366,15.71836157,
Central America,,2011,215.003259,0,8.230155518,0.004331779,54.2074832,0,1.922238007,15.80898684,
Central America,,2012,217.1124238,0,10.13008666,0.009996238,57.47534768,0,2.908693183,17.940486,
Central America,,2013,216.8426375,0,12.70748007,0.012994408,56.02339146,0,3.45371411,19.0318114,
Central America,,2014,224.2886861,0,13.18225222,0.040145665,54.81378902,0,5.328928275,20.18879735,
Central America,,2015,243.4674512,0,16.30923981,1.517311877,56.85141061,0,7.931646386,20.55608734,
Central America,,2016,252.0925973,0,18.71523477,2.972520173,57.5557829,0,8.297494635,22.33357494,
Central America,,2017,255.756654,0,15.41742268,3.664099158,68.07372404,0,8.023943114,21.60463766,
Central America,,2018,255.8792525,1.817652082,24.07226549,4.484673609,67.02683271,0,11.02403623,23.49498448,
Central America,,2019,264.4696461,4.792802681,26.83635306,4.606109636,56.06061697,0,11.02139992,25.81301393,
Chad,TCD,1980,,,,,,,,,0
Chad,TCD,1981,,,,,,,,,0
Chad,TCD,1982,,,,,,,,,0
Chad,TCD,1983,,,,,,,,,0
Chad,TCD,1984,,,,,,,,,0
Chad,TCD,1985,,,,,,,,,0
Chad,TCD,1986,,,,,,,,,0
Chad,TCD,1987,,,,,,,,,0
Chad,TCD,1988,,,,,,,,,0
Chad,TCD,1989,,,,,,,,,0
Chad,TCD,1990,,,,,,,,,0
Chad,TCD,1991,,,,,,,,,0
Chad,TCD,1992,,,,,,,,,0
Chad,TCD,1993,,,,,,,,,0
Chad,TCD,1994,,,,,,,,,0
Chad,TCD,1995,,,,,,,,,0
Chad,TCD,1996,,,,,,,,,0
Chad,TCD,1997,,,,,,,,,0
Chad,TCD,1998,,,,,,,,,0
Chad,TCD,1999,,,,,,,,,0
Chad,TCD,2000,,,,,,,,,0
Chad,TCD,2001,,,,,,,,,0
Chad,TCD,2002,,,,,,,,,0
Chad,TCD,2003,,,,,,,,,0
Chad,TCD,2004,,,,,,,,,0
Chad,TCD,2005,,,,,,,,,0
Chad,TCD,2006,,,,,,,,,0
Chad,TCD,2007,,,,,,,,,0
Chad,TCD,2008,,,,,,,,,0
Chad,TCD,2009,,,,,,,,,0
Chad,TCD,2010,,,,,,,,,0
Chad,TCD,2011,,,,,,,,,0
Chad,TCD,2012,,,,,,,,,0
Chad,TCD,2013,,,,,,,,,0
Chad,TCD,2014,,,,,,,,,0
Chad,TCD,2015,,,,,,,,,0
Chad,TCD,2016,,,,,,,,,0
Chad,TCD,2017,,,,,,,,,0
Chad,TCD,2018,,,,,,,,,0
Chad,TCD,2019,,,,,,,,,0
Chile,CHL,1965,41.60639091,6.177804942,13.54896084,0,10.98334212,0,0,0,0
Chile,CHL,1966,45.54832474,6.451505161,13.95601116,0,11.57778704,0,0,0,0
Chile,CHL,1967,47.55052641,5.718379575,13.95601116,0,11.8194539,0,0,0,0
Chile,CHL,1968,50.10556154,4.88750391,13.95601116,0,9.9027857,0,0,0,0
Chile,CHL,1969,53.35438529,6.431955146,13.95601116,0,11.17778672,0,0,0,0
Chile,CHL,1970,56.32223231,6.422180138,14.92130194,0,11.96389846,0,0,0,0
Chile,CHL,1971,62.38959158,6.549255239,14.40958153,0,13.35834402,0,0,0.18333348,0
Chile,CHL,1972,66.09137954,5.96275477,11.90912953,0,15.9166794,0,0,0.15833346,0
Chile,CHL,1973,62.90492338,4.682228746,12.93257035,0,15.5416791,0,0,0.14166678,0
Chile,CHL,1974,60.21719873,4.877728902,12.25802981,0,17.67779192,0,0,0.12777788,0
Chile,CHL,1975,52.48446365,5.532654426,9.792467834,0,17.74445864,0,0,0.14166678,0
Chile,CHL,1976,55.64117312,6.040954833,9.885507908,0,18.33057022,0,0,0.20277794,0
Chile,CHL,1977,57.00318894,6.216904974,10.64145851,0,19.35834882,0,0,0.2222224,0
Chile,CHL,1978,62.35717655,5.806354645,10.3739683,0,20.14168278,0,0,0.25277798,0
Chile,CHL,1979,62.93567646,6.871830497,11.47881918,0,20.68890544,0,0,0.26111132,0
Chile,CHL,1980,63.69683262,7.03800563,12.67671014,0,21.86390638,0,0,0.2916669,0
Chile,CHL,1981,65.79235847,6.930480544,12.65345012,0,22.638907,0,0,0.3055558,0
Chile,CHL,1982,58.37382809,7.17485574,8.431756745,0,24.76113092,0,0,0.38055586,0
Chile,CHL,1983,56.69938008,7.741806193,10.10647809,0,26.70279914,0,0,0.57777824,0
Chile,CHL,1984,56.7272626,7.917756334,13.6303709,0,27.7083555,0,0,0.55833378,0
Chile,CHL,1985,55.19457138,7.907981326,13.64200091,0,30.7500246,0,0,0.5416671,0
Chile,CHL,1986,59.04990724,7.233505787,12.95583036,0,32.8611374,0,0,0.7777784,0
Chile,CHL,1987,61.68533407,7.018455615,13.35125068,0,35.61947294,0,0,0.75277838,0
Chile,CHL,1988,67.9613077,9.86298289,18.60801489,0,34.88336124,0,0,0.90833406,0
Chile,CHL,1989,75.17045458,15.38586231,25.14408012,0,29.28613454,0,0,0.89166738,0
Chile,CHL,1990,79.3556221,16.51976322,30.29152223,0,24.83731987,0,0,2.67500214,0
Chile,CHL,1991,88.4830379,19.45584256,24.88589391,0,36.48795697,0,0,2.86944674,0
Chile,CHL,1992,95.84971474,21.76207341,21.51784321,0,46.50045387,0,0,4.84167054,0
Chile,CHL,1993,104.4866238,22.53405466,21.70973837,0,47.82592993,0,0,4.861115,0
Chile,CHL,1994,112.2142942,21.73416139,25.60579148,0,47.18190441,0,0,4.96111508,0
Chile,CHL,1995,123.3563018,20.82702066,27.60499008,0,51.14931592,0,0,5.21944862,0
Chile,CHL,1996,130.9830123,21.16661693,38.25279858,0,46.87078194,0,0,4.82778164,0
Chile,CHL,1997,140.8830677,28.79939204,49.79772274,0,52.61989765,0,0,4.84167054,0
Chile,CHL,1998,144.0186113,39.77114282,46.85381848,0,44.27018819,0,0,3.22500258,0
Chile,CHL,1999,145.6606583,54.32842546,48.35060068,0,37.71391906,0,0,4.027781,0
Chile,CHL,2000,142.3691305,70.14058611,37.36373089,0,53.00282018,0,0,3.8194475,0
Chile,CHL,2001,135.4446377,79.5015806,29.31460145,0,59.8312167,0,0.019318197,4.644646573,0
Chile,CHL,2002,141.3543901,80.17728414,29.54720164,0,63.57730893,0,0.019193564,4.883391003,0
Chile,CHL,2003,136.5179657,86.73893539,28.2504556,0,61.57873516,0,0.019070528,4.617792156,0
Chile,CHL,2004,144.7425293,94.15025712,32.72343323,0,56.76417786,0,0.013535043,5.497934335,0
Chile,CHL,2005,150.1781488,91.07765007,32.07013411,0,68.79491263,0,0.018829129,4.81487727,0
Chile,CHL,2006,166.8980709,84.28356601,40.03850597,0,75.41764703,0,0.018710707,3.82500306,0
Chile,CHL,2007,214.7956721,49.68107374,47.5216087,0,59.32701697,0,0.029750024,7.161255729,0
Chile,CHL,2008,223.0823497,27.65151012,50.81756133,0,64.05664833,0,0.100635699,9.472020368,0
Chile,CHL,2009,217.853315,27.94923836,46.45761289,0,66.05688603,0,0.207290558,8.897937807,0
Chile,CHL,2010,192.9232143,57.39758492,52.22920878,0,56.7348706,0,0.848243291,8.897570495,0
Chile,CHL,2011,210.6468822,58.36520169,66.98652759,0,53.15097035,0,0.87486745,11.18068634,0
Chile,CHL,2012,210.6274491,53.00841941,78.09900148,0.000876763,51.93252725,0,1.05190791,15.41121684,0
Chile,CHL,2013,203.249052,53.1258825,87.78796223,0.017298436,50.96729673,0,1.395525909,17.65545169,0
Chile,CHL,2014,197.5080069,43.98934719,88.55786885,1.167384276,58.64769949,0,3.672614175,12.69878876,0
Chile,CHL,2015,199.4250885,48.24289516,85.05491004,3.440732626,59.75683614,0,5.349560257,14.08099392,0
Chile,CHL,2016,211.3501723,59.16305522,86.26059917,6.413390175,49.51813998,0,6.165873395,16.90499464,0
Chile,CHL,2017,202.2586788,56.14601434,89.68973517,9.739878578,53.31436986,0,9.063905643,18.62329018,0
Chile,CHL,2018,208.1268076,64.13714462,86.56174769,12.72197715,58.07534997,0,8.917289324,22.75927018,0
Chile,CHL,2019,210.9979313,64.81347727,79.03583453,15.60073696,51.63597219,0,13.12443507,24.74287954,0
China,CHN,1965,129.0626396,11.08653788,1330.705665,0,61.38060466,0,0,0,0
China,CHN,1966,165.8000435,13.50541887,1423.513139,0,62.4609033,0,0,0,0
China,CHN,1967,163.6929762,14.71485936,1265.345012,0,53.84306641,0,0,0,0
China,CHN,1968,179.0347188,14.11013912,1255.924705,0,63.52892582,0,0,0,0
China,CHN,1969,240.0445223,19.75419476,1516.611363,0,64.60922447,0,0,0,0
China,CHN,1970,332.045814,28.92578519,1929.651144,0,66.76982175,0,0,0,0
China,CHN,1971,451.5780427,37.69422878,2224.87893,0,80.76459961,0,0,0,0
China,CHN,1972,519.6969149,48.78076665,2352.925332,0,91.53075767,0,0,0,0
China,CHN,1973,633.9835977,60.27045136,2383.744857,0,102.2969157,0,0,0,0
China,CHN,1974,729.0736013,75.8923911,2358.565887,0,115.7638204,0,0,0,0
China,CHN,1975,804.078873,89.19623655,2658.213077,0,121.1407614,0,0,0,0
China,CHN,1976,919.1871306,101.794575,2723.166679,0,122.7612093,0,0,0,0
China,CHN,1977,971.042491,122.1534901,2995.541496,0,128.1504264,0,0,0,0
China,CHN,1978,1076.637739,138.38015,3289.199231,0,120.0727388,0,0,0,0
China,CHN,1979,1079.300386,146.2415133,3402.708122,0,134.8777407,0,0,0,0
China,CHN,1980,1011.721864,143.8226323,3539.022042,0,161.7256172,0,0,0,0
China,CHN,1981,960.4071507,128.4022659,3520.197837,0,181.9812167,0,0,0,0
China,CHN,1982,950.9195769,120.2385426,3724.840842,0,206.7053243,0,0,0,0
China,CHN,1983,971.911928,123.0605704,3989.007711,0,240.0472687,0,0,0,0
China,CHN,1984,1007.797103,125.277878,4338.269916,0,241.1521196,0,0,0,0
China,CHN,1985,1055.260098,130.3172134,4736.268256,0,256.6323081,0,0,0,0
China,CHN,1986,1122.574897,138.6825102,4951.427894,0,262.6353312,0,0,0,0
China,CHN,1987,1193.056519,139.9927374,5372.246127,0,277.8454451,0,0,0,0
China,CHN,1988,1282.603726,143.7218456,5771.228227,0,303.2447393,0,0,0,0
China,CHN,1989,1343.17187,151.6739168,6046.906642,0,328.9141081,0,0,0,0
China,CHN,1990,1331.569396,154.1835058,6134.521945,0.00555556,352.0668722,0,0.005611677,0.17777792,0
China,CHN,1991,1439.668919,156.1186106,6433.43292,0.00555556,346.358476,0,0.025252545,0.17777792,0
China,CHN,1992,1565.882532,159.1422119,6731.502441,0.00833334,363.0171721,0,0.36475899,0.31388914,0
China,CHN,1993,1730.670893,168.9689159,7170.362447,0.01111112,421.7952391,4.45555912,0.589226061,0.32500026,0
China,CHN,1994,1754.121406,176.9713805,7641.673401,0.0138889,465.0808415,40.98892168,1.066218586,1.2777788,0
China,CHN,1995,1900.171327,178.7956199,7736.856722,0.01944446,529.3893124,35.64725074,1.711561414,8.37222892,0
China,CHN,1996,2082.871014,187.3624901,8095.395986,0.02500002,522.1393066,39.82780964,0.26094297,4.25833674,0
China,CHN,1997,2273.276899,197.9854091,7931.918817,0.03055558,544.3893244,40.05003204,0.549944323,7.56111716,0
China,CHN,1998,2335.376406,204.1636343,7871.723005,0.03888892,552.4726642,39.166698,0.987655111,6.8888944,0
China,CHN,1999,2485.171447,216.6309501,8099.039214,0.04722226,546.0559924,41.52503322,1.315938202,7.0000056,0
China,CHN,2000,2661.139126,246.9576705,8211.412773,0.06111116,617.8060498,46.49170386,1.638609616,7.04722786,0
China,CHN,2001,2720.869769,276.4579399,8635.76166,0.085552016,765.6353528,48.21822039,1.984784482,7.048382262,0.053
China,CHN,2002,2938.010666,294.1359285,9467.465111,0.131613009,789.595793,68.89666802,2.296026601,6.980973327,0.444
China,CHN,2003,3271.527075,341.7475694,11283.0676,0.174359114,772.8467721,118.0792611,2.716105514,6.908979886,1.618
China,CHN,2004,3820.075026,399.84002,13155.29023,0.205732649,957.0466255,136.6200138,3.45895535,6.843317577,5.556
China,CHN,2005,3886.777653,469.7514577,15405.11806,0.225949548,1067.926329,142.8001142,5.234660881,14.31551778,8.345
China,CHN,2006,4174.977804,577.838033,16918.39527,0.253931021,1164.837724,146.5930418,9.921534524,19.06621022,10.505
China,CHN,2007,4381.046052,710.7795566,18423.92767,0.302812742,1288.983531,165.0329445,14.55438349,26.19861471,13.589
China,CHN,2008,4469.13382,819.3297145,18715.9356,0.401242557,1681.417494,180.5433121,34.58077301,39.24257798,16.372
China,CHN,2009,4637.323806,902.2410216,19605.61696,0.73194503,1615.116724,183.7742921,72.44681153,54.72356847,17.81
China,CHN,2010,5275.548601,1088.74142,20340.29216,1.827762198,1854.834824,194.8798123,128.8027932,64.92396452,17.95
China,CHN,2011,5467.331564,1351.629803,22141.82304,6.763724923,1783.044872,225.9757905,192.0275926,71.60737436,21.157
China,CHN,2012,5731.223594,1508.777029,22420.25161,9.258593513,2222.350243,253.2445405,265.4317897,77.61536512,24.471
China,CHN,2013,5982.923618,1718.786795,22900.33743,21.4391844,2328.828467,285.4690928,353.9897808,95.06950377,28.366
China,CHN,2014,6227.520255,1883.632863,22730.67125,59.8363832,2696.822276,339.0269958,406.5820468,117.7485583,37.613
China,CHN,2015,6638.91562,1946.896838,22259.35732,99.87652187,2819.460882,433.5463379,469.5025304,136.7850692,22.601
China,CHN,2016,6807.74315,2094.412564,21970.17073,167.3041501,2900.23124,536.1001064,605.7147597,156.2561959,26.189
China,CHN,2017,7101.429821,2404.385623,22021.53126,294.5002356,2912.66483,620.2504962,761.5006092,198.9938697,26.921
China,CHN,2018,7383.510582,2829.961878,22175.22949,439.6640944,2979.692296,733.1877211,909.1527741,232.9394554,30.774
China,CHN,2019,7751.68621,3073.3386,22687.46162,554.1776931,3143.990638,863.4573797,1004.601832,254.6287585,27.583
Colombia,COL,1965,46.04402903,8.951257161,23.42283874,0,9.844311947,0,0,0,0
Colombia,COL,1966,52.47752963,9.336257469,23.42283874,0,10.93672922,0,0,0,0
Colombia,COL,1967,52.93941009,11.55000924,25.70232056,0,12.19238125,0,0,0,0
Colombia,COL,1968,59.09290673,11.77138442,23.41120873,0,13.58615501,0,0,0,0
Colombia,COL,1969,56.77016224,12.85419778,24.99288999,0,15.10549397,0,0,0,0
Colombia,COL,1970,64.31154432,12.49325999,26.08611087,0,16.81318074,0,0,0,0
Colombia,COL,1971,66.51810266,13.0045104,20.28630664,0,17.8428154,0,0,0,0
Colombia,COL,1972,75.42740145,15.88526271,21.07749617,0,19.76396302,0,0,0,0
Colombia,COL,1973,72.5290983,16.46001317,21.46534535,0,21.50931934,0,0,0,0
Colombia,COL,1974,80.37152652,17.1257637,25.95740156,0,24.42243206,0,0,0,0
Colombia,COL,1975,80.83766023,16.14226291,26.38459395,0,27.03418829,0,0,0.52500042,0
Colombia,COL,1976,85.24430042,17.20451376,25.80572856,0,28.40674495,0,0,0.56111156,0
Colombia,COL,1977,85.51667758,19.2547654,26.45465394,0,29.03283434,0,0,0.53333376,0
Colombia,COL,1978,87.30364429,23.85076908,26.73883165,0,33.5318046,0,0,0.57222268,0
Colombia,COL,1979,92.5889974,25.72152058,26.9720152,0,36.83141835,0,0,0.60000048,0
Colombia,COL,1980,88.41685892,28.3715227,28.28713491,0,40.13064322,0,0,0.63055606,0
Colombia,COL,1981,90.58173359,30.63452451,28.82003472,0,39.62597615,0,0,0.58888936,0
Colombia,COL,1982,92.9347138,33.03127643,30.00828324,0,42.32930053,0,0,0.64166718,0
Colombia,COL,1983,96.12828233,36.55977925,33.07455497,0,42.68274526,0,0,0.65000052,0
Colombia,COL,1984,95.60493275,36.30577904,34.43386755,0,47.61176031,0,0,0.7083339,0
Colombia,COL,1985,99.25522421,36.43227915,35.51475596,0,51.22440765,0,0,0.74166726,0
Colombia,COL,1986,98.31114707,37.07077966,35.06845784,0,59.25824741,0,0,0.73888948,0
Colombia,COL,1987,103.5087602,37.63628011,44.09431907,0,64.57660722,0,0,0.74444504,0
Colombia,COL,1988,108.9147686,37.77828022,35.1746689,0,68.10949893,0,0,0.76111172,0
Colombia,COL,1989,111.8609905,36.05902885,40.75341805,0,74.39483729,0,0,0.76111172,0
Colombia,COL,1990,113.5875393,37.41952994,18.58201426,0,76.37742777,0,0,0.76111172,0
Colombia,COL,1991,116.544835,38.58253087,23.36887491,0,77.0169505,0,0,0.74722282,0
Colombia,COL,1992,128.1491066,37.96578037,39.08702322,0,61.89056062,0,0,0.9444452,0
Colombia,COL,1993,136.2420225,39.41678153,40.98216115,0,77.37892857,0,0,1.08055642,0
Colombia,COL,1994,140.6476892,38.9965312,46.90857954,0,89.05116013,0,0,1.23333432,0
Colombia,COL,1995,148.1200975,41.47253318,41.97694225,0,88.85951553,0,0,1.32500106,0
Colombia,COL,1996,152.9660522,45.10278608,32.54103905,0,98.0212567,0,0,1.37777888,0
Colombia,COL,1997,155.6039944,56.74004539,38.54062968,0,87.43273661,0,0,1.34166774,0
Colombia,COL,1998,152.1160829,65.88630271,36.65302102,0,85.50474618,0,0,1.47777896,0
Colombia,COL,1999,134.9415294,56.90904553,29.27207273,0,93.61301378,0,0,1.26944546,0
Colombia,COL,2000,132.1703929,57.35811944,31.43784036,0.005097264,85.59928515,0,0,1.37777888,0
Colombia,COL,2001,123.9781036,59.38997869,30.95844512,0.007365063,87.29798964,0,0,1.368832264,0
Colombia,COL,2002,121.9308143,59.9868629,25.46142934,0.012753438,93.13824322,0,0,1.3462914,0
Colombia,COL,2003,126.865471,57.49984537,28.22485428,0.017449533,98.55746987,0,0,1.348558771,0
Colombia,COL,2004,126.7930549,61.34824949,24.69873566,0.02152539,103.7597942,0,0.140737374,1.264172986,0
Colombia,COL,2005,131.6249981,64.46349446,15.56235445,0.025637877,105.4993085,0,0.133095043,1.353007412,0.008
Colombia,COL,2006,129.8699335,67.6468769,44.33007917,0,113.7554621,0,0.168346625,1.389206057,0.077
Colombia,COL,2007,128.7458696,71.61639963,39.03197016,0,117.5178577,0,0.132523008,1.347082143,0.092
Colombia,COL,2008,139.3477971,72.75120274,51.64214166,0,121.8533596,0,0.142330678,1.344556746,0.132
Colombia,COL,2009,127.9351713,83.79326411,47.50087209,0,107.1351509,0,0.151394078,2.632082995,0.185
Colombia,COL,2010,142.9188764,87.45144766,55.90738522,0,105.74807,0,0.100565823,2.894127995,0.293
Colombia,COL,2011,153.4257267,85.14978269,45.26646395,0,125.4981382,0,0.10695482,3.572044236,0.363
Colombia,COL,2012,166.2728357,94.65905251,54.56038197,0,122.5590474,0,0.141292551,3.801972105,0.372
Colombia,COL,2013,167.4614381,104.7726385,58.69004437,0,113.5795233,0,0.147533498,3.447197524,0.385
Colombia,COL,2014,177.987165,113.8407096,62.1669655,0,113.8643692,0,0.178729943,4.399957303,0.394
Colombia,COL,2015,187.42827,112.1173835,57.78002001,0,113.0346649,0,0.172978802,4.611506993,0.421
Colombia,COL,2016,194.2113866,120.9657187,63.54708422,0,117.6620395,0,0.127971227,5.014008996,0.395
Colombia,COL,2017,190.0744146,123.6601283,48.42817665,0,143.3548647,0,0.007678554,4.978152192,0.385
Colombia,COL,2018,191.9252947,132.1012816,43.90587893,0.02982414,140.7894751,0,0.137782565,5.266597475,0.39
Colombia,COL,2019,194.9077801,134.4645441,71.58513531,0.304739576,127.6303293,0,0.147426213,5.070133663,0.401
Congo,COG,1965,,,,,,,,,0
Congo,COG,1966,,,,,,,,,0
Congo,COG,1967,,,,,,,,,0
Congo,COG,1968,,,,,,,,,0
Congo,COG,1969,,,,,,,,,0
Congo,COG,1970,,,,,,,,,0
Congo,COG,1971,,,,,,,,,0
Congo,COG,1972,,,,,,,,,0
Congo,COG,1973,,,,,,,,,0
Congo,COG,1974,,,,,,,,,0
Congo,COG,1975,,,,,,,,,0
Congo,COG,1976,,,,,,,,,0
Congo,COG,1977,,,,,,,,,0
Congo,COG,1978,,,,,,,,,0
Congo,COG,1979,,,,,,,,,0
Congo,COG,1980,,,,,,,,,0
Congo,COG,1981,,,,,,,,,0
Congo,COG,1982,,,,,,,,,0
Congo,COG,1983,,,,,,,,,0
Congo,COG,1984,,,,,,,,,0
Congo,COG,1985,,,,,,,,,0
Congo,COG,1986,,,,,,,,,0
Congo,COG,1987,,,,,,,,,0
Congo,COG,1988,,,,,,,,,0
Congo,COG,1989,,,,,,,,,0
Congo,COG,1990,,,,,,,,,0
Congo,COG,1991,,,,,,,,,0
Congo,COG,1992,,,,,,,,,0
Congo,COG,1993,,,,,,,,,0
Congo,COG,1994,,,,,,,,,0
Congo,COG,1995,,,,,,,,,0
Congo,COG,1996,,,,,,,,,0
Congo,COG,1997,,,,,,,,,0
Congo,COG,1998,,,,,,,,,0
Congo,COG,1999,,,,,,,,,0
Congo,COG,2000,,,,,,,,,0
Congo,COG,2001,,,,,,,,,0
Congo,COG,2002,,,,,,,,,0
Congo,COG,2003,,,,,,,,,0
Congo,COG,2004,,,,,,,,,0
Congo,COG,2005,,,,,,,,,0
Congo,COG,2006,,,,,,,,,0
Congo,COG,2007,,,,,,,,,0
Congo,COG,2008,,,,,,,,,0
Congo,COG,2009,,,,,,,,,0
Congo,COG,2010,,,,,,,,,0
Congo,COG,2011,,,,,,,,,0
Congo,COG,2012,,,,,,,,,0
Congo,COG,2013,,,,,,,,,0
Congo,COG,2014,,,,,,,,,0
Congo,COG,2015,,,,,,,,,0
Congo,COG,2016,,,,,,,,,0
Congo,COG,2017,,,,,,,,,0
Congo,COG,2018,,,,,,,,,0
Congo,COG,2019,,,,,,,,,0
Costa Rica,CRI,1990,,,,,,,,,0
Costa Rica,CRI,1995,,,,,,,,,0
Costa Rica,CRI,1997,,,,,,,,,0
Costa Rica,CRI,1998,,,,,,,,,0
Costa Rica,CRI,1999,,,,,,,,,0
Costa Rica,CRI,2000,,,,,,,,,0
Costa Rica,CRI,2001,,,,,,,,,0
Costa Rica,CRI,2002,,,,,,,,,0
Costa Rica,CRI,2003,,,,,,,,,0
Costa Rica,CRI,2004,,,,,,,,,0
Costa Rica,CRI,2005,,,,,,,,,0
Costa Rica,CRI,2006,,,,,,,,,0
Costa Rica,CRI,2007,,,,,,,,,0
Costa Rica,CRI,2008,,,,,,,,,0
Costa Rica,CRI,2009,,,,,,,,,0
Costa Rica,CRI,2010,,,,,,,,,0
Costa Rica,CRI,2011,,,,,,,,,0
Costa Rica,CRI,2012,,,,,,,,,0
Costa Rica,CRI,2013,,,,,,,,,0
Costa Rica,CRI,2014,,,,,,,,,0
Costa Rica,CRI,2015,,,,,,,,,0
Costa Rica,CRI,2016,,,,,,,,,0
Costa Rica,CRI,2017,,,,,,,,,0
Costa Rica,CRI,2018,,,,,,,,,0
Costa Rica,CRI,2019,,,,,,,,,0
Croatia,HRV,1990,54.27565953,25.52277042,9.403432393,0,10.5694529,0,0,0,0
Croatia,HRV,1991,38.49628469,23.63601891,5.28711853,0,16.33612418,0,0,0,0
Croatia,HRV,1992,38.49628469,24.5005196,4.647328458,0,12.08056522,0,0,0.01666668,0
Croatia,HRV,1993,40.67353309,25.86852069,3.94965583,0,12.638899,0,0,0.05277782,0
Croatia,HRV,1994,41.96204246,24.33901947,2.472191078,0,15.0972343,0,0,0.01666668,0
Croatia,HRV,1995,46.48950608,22.495018,2.032472056,0,15.78612374,0,0,0.0138889,0
Croatia,HRV,1996,44.09098472,25.20727017,1.664184551,0,21.84168414,0,0,0.0277778,0
Croatia,HRV,1997,47.08822684,26.1297709,2.829116063,0,16.25834634,0,0,0.00555556,0
Croatia,HRV,1998,53.0745769,25.11802009,2.704861044,0,16.72779116,0,0,0.0138889,0
Croatia,HRV,1999,52.55283232,25.46752037,2.398991799,0,20.35279406,0,0,0.00555556,0
Croatia,HRV,2000,46.74934879,25.69552056,5.020663387,0,17.92501434,0,0,0.00277778,0
Croatia,HRV,2001,47.90752583,26.92502154,5.588975421,0,19.81771066,0,0,0,0
Croatia,HRV,2002,50.1821507,27.56702205,6.793739715,0,16.04307735,0,0,0,0
Croatia,HRV,2003,55.53371859,27.40177192,7.555889115,0,14.86956318,0,0,0,0
