Entity,Code,Year,Renewables (TWh growth – sub method)
Czechia,CZE,1992,0.869
Czechia,CZE,1993,0.522
Czechia,CZE,1994,0.497
Czechia,CZE,1995,1.772
Czechia,CZE,1996,-0.406
Czechia,CZE,1997,-0.189
Czechia,CZE,1998,-0.583
Czechia,CZE,1999,1.058
Czechia,CZE,2000,-0.247
Czechia,CZE,2001,0.768
Czechia,CZE,2002,1.104
Czechia,CZE,2003,-3.078
Czechia,CZE,2004,1.952
Czechia,CZE,2005,1.138
Czechia,CZE,2006,1.186
Czechia,CZE,2007,-0.375
Czechia,CZE,2008,0.855
Czechia,CZE,2009,2.379
Czechia,CZE,2010,3.101
Czechia,CZE,2011,3.709
Czechia,CZE,2012,2.02
Czechia,CZE,2013,2.989
Czechia,CZE,2014,-0.731
Czechia,CZE,2015,0.502
Czechia,CZE,2016,-0.211
Czechia,CZE,2017,0.42
Czechia,CZE,2018,-0.671
Czechia,CZE,2019,1.174
Denmark,DNK,1966,0.003
Denmark,DNK,1967,-0.003
Denmark,DNK,1968,-0.011
Denmark,DNK,1969,0.003
Denmark,DNK,1970,0.006
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-0.008
Denmark,DNK,1976,-0.006
Denmark,DNK,1977,0.019
Denmark,DNK,1978,0.011
Denmark,DNK,1979,0.014
Denmark,DNK,1980,0.027
Denmark,DNK,1981,0.004
Denmark,DNK,1982,0.008
Denmark,DNK,1983,0.124
Denmark,DNK,1984,0.008
Denmark,DNK,1985,0.058
Denmark,DNK,1986,0.245
Denmark,DNK,1987,0.164
Denmark,DNK,1988,0.39
Denmark,DNK,1989,0.48
Denmark,DNK,1990,0.753
Denmark,DNK,1991,0.756
Denmark,DNK,1992,0.954
Denmark,DNK,1993,0.904
Denmark,DNK,1994,-0.13
Denmark,DNK,1995,0.31
Denmark,DNK,1996,0.623
Denmark,DNK,1997,2.363
Denmark,DNK,1998,2.768
Denmark,DNK,1999,1.26
Denmark,DNK,2000,3.314
Denmark,DNK,2001,0.656
Denmark,DNK,2002,2.481
Denmark,DNK,2003,3.389
Denmark,DNK,2004,3.772
Denmark,DNK,2005,0.619
Denmark,DNK,2006,-1.795
Denmark,DNK,2007,2.777
Denmark,DNK,2008,-0.725
Denmark,DNK,2009,-0.252
Denmark,DNK,2010,6.009
Denmark,DNK,2011,4.34
Denmark,DNK,2012,1.467
Denmark,DNK,2013,2.664
Denmark,DNK,2014,4.904
Denmark,DNK,2015,2.168
Denmark,DNK,2016,-1.536
Denmark,DNK,2017,8.375
Denmark,DNK,2018,-2.815
Denmark,DNK,2019,6.407
Ecuador,ECU,1966,0.1
Ecuador,ECU,1967,0.081
Ecuador,ECU,1968,0.039
Ecuador,ECU,1969,0.1
Ecuador,ECU,1970,0.114
Ecuador,ECU,1971,0.097
Ecuador,ECU,1972,0.014
Ecuador,ECU,1973,-0.028
Ecuador,ECU,1974,0.181
Ecuador,ECU,1975,0.356
Ecuador,ECU,1976,-0.064
Ecuador,ECU,1977,-0.131
Ecuador,ECU,1978,0.647
Ecuador,ECU,1979,-0.228
Ecuador,ECU,1980,0.453
Ecuador,ECU,1981,-0.258
Ecuador,ECU,1982,0.322
Ecuador,ECU,1983,2.294
Ecuador,ECU,1984,4.2
Ecuador,ECU,1985,0.128
Ecuador,ECU,1986,2.036
Ecuador,ECU,1987,1.55
Ecuador,ECU,1988,0.711
Ecuador,ECU,1989,0.356
Ecuador,ECU,1990,0.091
Ecuador,ECU,1991,0.248
Ecuador,ECU,1992,-0.284
Ecuador,ECU,1993,2.324
Ecuador,ECU,1994,2.098
Ecuador,ECU,1995,-3.902
Ecuador,ECU,1996,3.286
Ecuador,ECU,1997,0.53
Ecuador,ECU,1998,-0.078
Ecuador,ECU,1999,1.863
Ecuador,ECU,2000,1.207
Ecuador,ECU,2001,-1.629
Ecuador,ECU,2002,1.118
Ecuador,ECU,2003,-1.069
Ecuador,ECU,2004,0.51
Ecuador,ECU,2005,-1.282
Ecuador,ECU,2006,0.656
Ecuador,ECU,2007,5.144
Ecuador,ECU,2008,5.779
Ecuador,ECU,2009,-5.59
Ecuador,ECU,2010,-1.638
Ecuador,ECU,2011,6.439
Ecuador,ECU,2012,2.711
Ecuador,ECU,2013,-3.118
Ecuador,ECU,2014,1.247
Ecuador,ECU,2015,4.082
Ecuador,ECU,2016,6.856
Ecuador,ECU,2017,10.217
Ecuador,ECU,2018,1.175
Ecuador,ECU,2019,10.074
Egypt,EGY,1966,0.258
Egypt,EGY,1967,0.393
Egypt,EGY,1968,2.873
Egypt,EGY,1969,2.75
Egypt,EGY,1970,1.94
Egypt,EGY,1971,0.994
Egypt,EGY,1972,0.319
Egypt,EGY,1973,-0.025
Egypt,EGY,1974,2.676
Egypt,EGY,1975,1.878
Egypt,EGY,1976,3.364
Egypt,EGY,1977,2.873
Egypt,EGY,1978,2.48
Egypt,EGY,1979,-0.896
Egypt,EGY,1980,0.54
Egypt,EGY,1981,1.142
Egypt,EGY,1982,0.773
Egypt,EGY,1983,-1.878
Egypt,EGY,1984,-0.516
Egypt,EGY,1985,-1.339
Egypt,EGY,1986,-0.489
Egypt,EGY,1987,-0.007
Egypt,EGY,1988,-0.39
Egypt,EGY,1989,1.828
Egypt,EGY,1990,1.294
Egypt,EGY,1991,-0.103
Egypt,EGY,1992,-0.322
Egypt,EGY,1993,0.813
Egypt,EGY,1994,1.765
Egypt,EGY,1995,1.289
Egypt,EGY,1996,0.811
Egypt,EGY,1997,0.797
Egypt,EGY,1998,0.926
Egypt,EGY,1999,3.744
Egypt,EGY,2000,2.239
Egypt,EGY,2001,0.666
Egypt,EGY,2002,-1.317
Egypt,EGY,2003,-2.925
Egypt,EGY,2004,0.07
Egypt,EGY,2005,-0.717
Egypt,EGY,2006,0.407
Egypt,EGY,2007,3.736
Egypt,EGY,2008,2.78
Egypt,EGY,2009,-3.45
Egypt,EGY,2010,-1.341
Egypt,EGY,2011,0.654
Egypt,EGY,2012,0.125
Egypt,EGY,2013,-0.306
Egypt,EGY,2014,-0.441
Egypt,EGY,2015,1.966
Egypt,EGY,2016,1.056
Egypt,EGY,2017,-0.988
Egypt,EGY,2018,2.434
Egypt,EGY,2019,7.16
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.017
Estonia,EST,1996,-0.003
Estonia,EST,1997,0.008
Estonia,EST,1998,0.011
Estonia,EST,1999,0.011
Estonia,EST,2000,0.006
Estonia,EST,2001,0
Estonia,EST,2002,0.045
Estonia,EST,2003,0.029
Estonia,EST,2004,0.041
Estonia,EST,2005,0.129
Estonia,EST,2006,0.05
Estonia,EST,2007,0.053
Estonia,EST,2008,0.13
Estonia,EST,2009,0.894
Estonia,EST,2010,1.308
Estonia,EST,2011,0.333
Estonia,EST,2012,0.744
Estonia,EST,2013,-0.673
Estonia,EST,2014,0.364
Estonia,EST,2015,0.367
Estonia,EST,2016,-0.03
Estonia,EST,2017,2.281
Estonia,EST,2018,-1.356
Estonia,EST,2019,0.079
Europe,,1966,65.185
Europe,,1967,0.78
Europe,,1968,34.117
Europe,,1969,-13.43
Europe,,1970,46.66
Europe,,1971,9.996
Europe,,1972,39.335
Europe,,1973,16.724
Europe,,1974,84.326
Europe,,1975,24.162
Europe,,1976,-85.31
Europe,,1977,221.755
Europe,,1978,-0.689
Europe,,1979,66.708
Europe,,1980,-37.224
Europe,,1981,15.781
Europe,,1982,-13.987
Europe,,1983,39.245
Europe,,1984,15.141
Europe,,1985,50.753
Europe,,1986,-41.022
Europe,,1987,120.348
Europe,,1988,108.072
Europe,,1989,-204.473
Europe,,1990,39.891
Europe,,1991,31.771
Europe,,1992,50.966
Europe,,1993,66.268
Europe,,1994,24.777
Europe,,1995,31.618
Europe,,1996,-42.321
Europe,,1997,76.462
Europe,,1998,95.721
Europe,,1999,26.491
Europe,,2000,91.655
Europe,,2001,-6.858
Europe,,2002,-99.116
Europe,,2003,-59.258
Europe,,2004,173.996
Europe,,2005,67.974
Europe,,2006,45.075
Europe,,2007,105.518
Europe,,2008,172.248
Europe,,2009,80.007
Europe,,2010,279.505
Europe,,2011,-43.218
Europe,,2012,321.053
Europe,,2013,208.627
Europe,,2014,50.589
Europe,,2015,159.472
Europe,,2016,55.614
Europe,,2017,24.226
Europe,,2018,246.731
Europe,,2019,153.292
Finland,FIN,1966,2.854
Finland,FIN,1967,3.468
Finland,FIN,1968,-3.168
Finland,FIN,1969,-4.843
Finland,FIN,1970,2.163
Finland,FIN,1971,3.213
Finland,FIN,1972,-0.836
Finland,FIN,1973,0.556
Finland,FIN,1974,5.898
Finland,FIN,1975,-1.372
Finland,FIN,1976,-7.576
Finland,FIN,1977,7.5
Finland,FIN,1978,-6.619
Finland,FIN,1979,2.977
Finland,FIN,1980,-1.815
Finland,FIN,1981,9.548
Finland,FIN,1982,-1.571
Finland,FIN,1983,1.366
Finland,FIN,1984,-0.926
Finland,FIN,1985,-2.536
Finland,FIN,1986,0.154
Finland,FIN,1987,3.906
Finland,FIN,1988,-1.204
Finland,FIN,1989,-0.923
Finland,FIN,1990,8.297
Finland,FIN,1991,6.058
Finland,FIN,1992,5.175
Finland,FIN,1993,-1.734
Finland,FIN,1994,-3.289
Finland,FIN,1995,3.566
Finland,FIN,1996,-5.038
Finland,FIN,1997,5.833
Finland,FIN,1998,12.39
Finland,FIN,1999,-8.879
Finland,FIN,2000,6.052
Finland,FIN,2001,-5.478
Finland,FIN,2002,-5.049
Finland,FIN,2003,-2.463
Finland,FIN,2004,17.47
Finland,FIN,2005,-6.664
Finland,FIN,2006,-2.721
Finland,FIN,2007,4.714
Finland,FIN,2008,9.68
Finland,FIN,2009,-15.627
Finland,FIN,2010,5.971
Finland,FIN,2011,0.128
Finland,FIN,2012,10.852
Finland,FIN,2013,-7.682
Finland,FIN,2014,4.003
Finland,FIN,2015,10.252
Finland,FIN,2016,-3.929
Finland,FIN,2017,3.114
Finland,FIN,2018,0.37
Finland,FIN,2019,-1.839
France,FRA,1966,15.882
France,FRA,1967,-18.377
France,FRA,1968,14.905
France,FRA,1969,7.39
France,FRA,1970,11.23
France,FRA,1971,-21.676
France,FRA,1972,0.273
France,FRA,1973,-3.056
France,FRA,1974,23.781
France,FRA,1975,10.324
France,FRA,1976,-32.295
France,FRA,1977,77.222
France,FRA,1978,-21.998
France,FRA,1979,-5.209
France,FRA,1980,8.596
France,FRA,1981,7.471
France,FRA,1982,-4.403
France,FRA,1983,-3.057
France,FRA,1984,-10.248
France,FRA,1985,-8.908
France,FRA,1986,1.578
France,FRA,1987,22.679
France,FRA,1988,16.812
France,FRA,1989,-83.908
France,FRA,1990,19.71
France,FRA,1991,10.903
France,FRA,1992,31.708
France,FRA,1993,-11.417
France,FRA,1994,39.856
France,FRA,1995,-14.642
France,FRA,1996,-18.506
France,FRA,1997,-4.809
France,FRA,1998,-5.154
France,FRA,1999,29.677
France,FRA,2000,-16.087
France,FRA,2001,21.803
France,FRA,2002,-38.309
France,FRA,2003,-4.583
France,FRA,2004,1.626
France,FRA,2005,-18.854
France,FRA,2006,16.538
France,FRA,2007,16.62
France,FRA,2008,29.926
France,FRA,2009,-10.337
France,FRA,2010,20.584
France,FRA,2011,-37.338
France,FRA,2012,49.422
France,FRA,2013,34.803
France,FRA,2014,-12.002
France,FRA,2015,-7.175
France,FRA,2016,18.557
France,FRA,2017,-17.533
France,FRA,2018,48.412
France,FRA,2019,6.836
Germany,DEU,1966,3.672
Germany,DEU,1967,-2.449
Germany,DEU,1968,0.685
Germany,DEU,1969,-8.849
Germany,DEU,1970,13.167
Germany,DEU,1971,-11.104
Germany,DEU,1972,-0.643
Germany,DEU,1973,5.716
Germany,DEU,1974,6.755
Germany,DEU,1975,-1.474
Germany,DEU,1976,-8.498
Germany,DEU,1977,10.29
Germany,DEU,1978,2.364
Germany,DEU,1979,0.409
Germany,DEU,1980,3.357
Germany,DEU,1981,1.899
Germany,DEU,1982,-0.506
Germany,DEU,1983,-3.568
Germany,DEU,1984,-0.361
Germany,DEU,1985,-2.993
Germany,DEU,1986,3.122
Germany,DEU,1987,4.506
Germany,DEU,1988,-0.182
Germany,DEU,1989,-4.74
Germany,DEU,1990,-3.269
Germany,DEU,1991,-3.944
Germany,DEU,1992,8.524
Germany,DEU,1993,2.017
Germany,DEU,1994,5.203
Germany,DEU,1995,5.869
Germany,DEU,1996,-5.664
Germany,DEU,1997,3.828
Germany,DEU,1998,7.25
Germany,DEU,1999,8.774
Germany,DEU,2000,27.183
Germany,DEU,2001,-0.04
Germany,DEU,2002,19.506
Germany,DEU,2003,1.457
Germany,DEU,2004,31.829
Germany,DEU,2005,24.039
Germany,DEU,2006,35.332
Germany,DEU,2007,47.439
Germany,DEU,2008,7.181
Germany,DEU,2009,3.432
Germany,DEU,2010,24.714
Germany,DEU,2011,48.529
Germany,DEU,2012,50.026
Germany,DEU,2013,17.011
Germany,DEU,2014,25.12
Germany,DEU,2015,61.899
Germany,DEU,2016,-0.533
Germany,DEU,2017,64.398
Germany,DEU,2018,19.106
Germany,DEU,2019,46.361
Greece,GRC,1966,2.581
Greece,GRC,1967,-0.194
Greece,GRC,1968,-0.811
Greece,GRC,1969,1.908
Greece,GRC,1970,1.614
Greece,GRC,1971,0.044
Greece,GRC,1972,0.069
Greece,GRC,1973,-1.261
Greece,GRC,1974,0.344
Greece,GRC,1975,-0.922
Greece,GRC,1976,-0.378
Greece,GRC,1977,0.119
Greece,GRC,1978,2.961
Greece,GRC,1979,1.606
Greece,GRC,1980,-0.447
Greece,GRC,1981,0.006
Greece,GRC,1982,0.428
Greece,GRC,1983,-3.392
Greece,GRC,1984,1.45
Greece,GRC,1985,-0.158
Greece,GRC,1986,1.194
Greece,GRC,1987,-1.261
Greece,GRC,1988,-1.15
Greece,GRC,1989,-1.294
Greece,GRC,1990,-0.361
Greece,GRC,1991,3.694
Greece,GRC,1992,-2.469
Greece,GRC,1993,0.328
Greece,GRC,1994,0.853
Greece,GRC,1995,2.575
Greece,GRC,1996,2.278
Greece,GRC,1997,-1.292
Greece,GRC,1998,-0.358
Greece,GRC,1999,2.681
Greece,GRC,2000,-1.697
Greece,GRC,2001,-3.42
Greece,GRC,2002,1.716
Greece,GRC,2003,6.244
Greece,GRC,2004,-0.035
Greece,GRC,2005,1.214
Greece,GRC,2006,3.294
Greece,GRC,2007,-8.323
Greece,GRC,2008,2.976
Greece,GRC,2009,6.294
Greece,GRC,2010,5.962
Greece,GRC,2011,-6.332
Greece,GRC,2012,5.044
Greece,GRC,2013,10.59
Greece,GRC,2014,-5.748
Greece,GRC,2015,6.578
Greece,GRC,2016,-0.114
Greece,GRC,2017,-2.95
Greece,GRC,2018,5.632
Greece,GRC,2019,-1.594
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.002
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0.001
Hong Kong,HKG,2010,0.241
Hong Kong,HKG,2011,-0.037
Hong Kong,HKG,2012,0.028
Hong Kong,HKG,2013,0.006
Hong Kong,HKG,2014,0.027
Hong Kong,HKG,2015,-0.007
Hong Kong,HKG,2016,-0.002
Hong Kong,HKG,2017,0.016
Hong Kong,HKG,2018,-0.024
Hong Kong,HKG,2019,0.026
Hungary,HUN,1966,0.069
Hungary,HUN,1967,-0.05
Hungary,HUN,1968,0.019
Hungary,HUN,1969,0.017
Hungary,HUN,1970,-0.019
Hungary,HUN,1971,0.022
Hungary,HUN,1972,0.039
Hungary,HUN,1973,-0.025
Hungary,HUN,1974,-0.056
Hungary,HUN,1975,0.228
Hungary,HUN,1976,0.006
Hungary,HUN,1977,-0.044
Hungary,HUN,1978,-0.031
Hungary,HUN,1979,0.022
Hungary,HUN,1980,-0.094
Hungary,HUN,1981,0.156
Hungary,HUN,1982,-0.025
Hungary,HUN,1983,-0.011
Hungary,HUN,1984,0.072
Hungary,HUN,1985,-0.072
Hungary,HUN,1986,-0.003
Hungary,HUN,1987,0.042
Hungary,HUN,1988,0
Hungary,HUN,1989,-0.031
Hungary,HUN,1990,0.103
Hungary,HUN,1991,0.064
Hungary,HUN,1992,-0.039
Hungary,HUN,1993,0.003
Hungary,HUN,1994,0.003
Hungary,HUN,1995,0.036
Hungary,HUN,1996,0.106
Hungary,HUN,1997,0.033
Hungary,HUN,1998,-0.15
Hungary,HUN,1999,0.086
Hungary,HUN,2000,-0.008
Hungary,HUN,2001,0.034
Hungary,HUN,2002,-0.059
Hungary,HUN,2003,0.266
Hungary,HUN,2004,1.618
Hungary,HUN,2005,2.496
Hungary,HUN,2006,-1.039
Hungary,HUN,2007,1.011
Hungary,HUN,2008,1.22
Hungary,HUN,2009,1.373
Hungary,HUN,2010,0.261
Hungary,HUN,2011,-0.838
Hungary,HUN,2012,-0.199
Hungary,HUN,2013,0.319
Hungary,HUN,2014,0.88
Hungary,HUN,2015,0.151
Hungary,HUN,2016,0.025
Hungary,HUN,2017,0.509
Hungary,HUN,2018,0.595
Hungary,HUN,2019,1.786
Iceland,ISL,1966,-0.047
Iceland,ISL,1967,0.113
Iceland,ISL,1968,0.062
Iceland,ISL,1969,0.486
Iceland,ISL,1970,1.564
Iceland,ISL,1971,0.352
Iceland,ISL,1972,0.48
Iceland,ISL,1973,1.336
Iceland,ISL,1974,0.163
Iceland,ISL,1975,-0.111
Iceland,ISL,1976,0.402
Iceland,ISL,1977,0.465
Iceland,ISL,1978,0.243
Iceland,ISL,1979,0.671
Iceland,ISL,1980,0.648
Iceland,ISL,1981,0.305
Iceland,ISL,1982,0.996
Iceland,ISL,1983,0.538
Iceland,ISL,1984,0.421
Iceland,ISL,1985,-0.214
Iceland,ISL,1986,0.611
Iceland,ISL,1987,0.261
Iceland,ISL,1988,0.726
Iceland,ISL,1989,0.17
Iceland,ISL,1990,-0.095
Iceland,ISL,1991,-0.044
Iceland,ISL,1992,0.315
Iceland,ISL,1993,0.503
Iceland,ISL,1994,0.146
Iceland,ISL,1995,0.549
Iceland,ISL,1996,0.389
Iceland,ISL,1997,1.303
Iceland,ISL,1998,1.927
Iceland,ISL,1999,2.526
Iceland,ISL,2000,1.377
Iceland,ISL,2001,0.828
Iceland,ISL,2002,0.893
Iceland,ISL,2003,0.086
Iceland,ISL,2004,0.197
Iceland,ISL,2005,0.014
Iceland,ISL,2006,3.187
Iceland,ISL,2007,5.287
Iceland,ISL,2008,11.658
Iceland,ISL,2009,0.695
Iceland,ISL,2010,0.316
Iceland,ISL,2011,0.12
Iceland,ISL,2012,0.6
Iceland,ISL,2013,1.18
Iceland,ISL,2014,-0.261
Iceland,ISL,2015,1.433
Iceland,ISL,2016,-0.906
Iceland,ISL,2017,1.452
Iceland,ISL,2018,1.186
Iceland,ISL,2019,-1.033
India,IND,1966,2.357
India,IND,1967,6.617
India,IND,1968,9.588
India,IND,1969,7.918
India,IND,1970,4.825
India,IND,1971,8.188
India,IND,1972,-2.725
India,IND,1973,5.843
India,IND,1974,-3.621
India,IND,1975,17.96
India,IND,1976,5.082
India,IND,1977,10.496
India,IND,1978,30.273
India,IND,1979,-5.573
India,IND,1980,3.536
India,IND,1981,10.116
India,IND,1982,-25.62
India,IND,1983,-5.045
India,IND,1984,15.664
India,IND,1985,-5.193
India,IND,1986,2.099
India,IND,1987,-10.017
India,IND,1988,15.701
India,IND,1989,24.319
India,IND,1990,8.598
India,IND,1991,21.283
India,IND,1992,-10.717
India,IND,1993,2.252
India,IND,1994,26.957
India,IND,1995,-10.56
India,IND,1996,-17.456
India,IND,1997,4.135
India,IND,1998,38.399
India,IND,1999,-1.73
India,IND,2000,-13.94
India,IND,2001,-12.654
India,IND,2002,-10.716
India,IND,2003,3.775
India,IND,2004,92.32
India,IND,2005,-6.463
India,IND,2006,51.931
India,IND,2007,35.629
India,IND,2008,-9.683
India,IND,2009,-14.768
India,IND,2010,19.327
India,IND,2011,78.806
India,IND,2012,-24.485
India,IND,2013,55.557
India,IND,2014,32.986
India,IND,2015,-11.715
India,IND,2016,22.423
India,IND,2017,63.233
India,IND,2018,64.891
India,IND,2019,82.548
Indonesia,IDN,1966,1.522
Indonesia,IDN,1967,0.81
Indonesia,IDN,1968,1.743
Indonesia,IDN,1969,0.417
Indonesia,IDN,1970,2.062
Indonesia,IDN,1971,-7.795
Indonesia,IDN,1972,-0.405
Indonesia,IDN,1973,0.896
Indonesia,IDN,1974,0.466
Indonesia,IDN,1975,0.233
Indonesia,IDN,1976,-2.075
Indonesia,IDN,1977,1.952
Indonesia,IDN,1978,-1.399
Indonesia,IDN,1979,0.393
Indonesia,IDN,1980,-0.368
Indonesia,IDN,1981,-0.012
Indonesia,IDN,1982,0.319
Indonesia,IDN,1983,1.927
Indonesia,IDN,1984,0.528
Indonesia,IDN,1985,1.399
Indonesia,IDN,1986,4.689
Indonesia,IDN,1987,0.356
Indonesia,IDN,1988,1.252
Indonesia,IDN,1989,3.462
Indonesia,IDN,1990,3.722
Indonesia,IDN,1991,2.335
Indonesia,IDN,1992,6.307
Indonesia,IDN,1993,-2.078
Indonesia,IDN,1994,-1.101
Indonesia,IDN,1995,2.552
Indonesia,IDN,1996,1.838
Indonesia,IDN,1997,-7.148
Indonesia,IDN,1998,14.044
Indonesia,IDN,1999,1.863
Indonesia,IDN,2000,1.577
Indonesia,IDN,2001,7.462
Indonesia,IDN,2002,-4.464
Indonesia,IDN,2003,-2.397
Indonesia,IDN,2004,2.274
Indonesia,IDN,2005,2.411
Indonesia,IDN,2006,-3.063
Indonesia,IDN,2007,5.508
Indonesia,IDN,2008,3.728
Indonesia,IDN,2009,3.402
Indonesia,IDN,2010,15.867
Indonesia,IDN,2011,-12.038
Indonesia,IDN,2012,3.658
Indonesia,IDN,2013,13.556
Indonesia,IDN,2014,4.065
Indonesia,IDN,2015,-12.151
Indonesia,IDN,2016,32.905
Indonesia,IDN,2017,0.739
Indonesia,IDN,2018,9.476
Indonesia,IDN,2019,38.456
Iran,IRN,1966,0.356
Iran,IRN,1967,0.393
Iran,IRN,1968,0.417
Iran,IRN,1969,0.454
Iran,IRN,1970,0.491
Iran,IRN,1971,0.516
Iran,IRN,1972,2.32
Iran,IRN,1973,-1.485
Iran,IRN,1974,0.835
Iran,IRN,1975,0.454
Iran,IRN,1976,1.129
Iran,IRN,1977,0.356
Iran,IRN,1978,6.236
Iran,IRN,1979,-2.296
Iran,IRN,1980,0.552
Iran,IRN,1981,1.424
Iran,IRN,1982,0.835
Iran,IRN,1983,-0.381
Iran,IRN,1984,-1.129
Iran,IRN,1985,0.133
Iran,IRN,1986,3.197
Iran,IRN,1987,2.128
Iran,IRN,1988,1.194
Iran,IRN,1989,-4.206
Iran,IRN,1990,1.803
Iran,IRN,1991,-4.928
Iran,IRN,1992,9.992
Iran,IRN,1993,3.692
Iran,IRN,1994,-10.103
Iran,IRN,1995,3.964
Iran,IRN,1996,1.364
Iran,IRN,1997,-7.981
Iran,IRN,1998,4.297
Iran,IRN,1999,-6.417
Iran,IRN,2000,-3.779
Iran,IRN,2001,0.864
Iran,IRN,2002,10.583
Iran,IRN,2003,4.145
Iran,IRN,2004,6.232
Iran,IRN,2005,6.626
Iran,IRN,2006,10.755
Iran,IRN,2007,-1.731
Iran,IRN,2008,-27.926
Iran,IRN,2009,-1.916
Iran,IRN,2010,9.068
Iran,IRN,2011,0.996
Iran,IRN,2012,4.489
Iran,IRN,2013,5.245
Iran,IRN,2014,-0.498
Iran,IRN,2015,-3.353
Iran,IRN,2016,5.333
Iran,IRN,2017,4.606
Iran,IRN,2018,-14.589
Iran,IRN,2019,43.554
Iraq,IRQ,1966,0.061
Iraq,IRQ,1967,0.037
Iraq,IRQ,1968,0.061
Iraq,IRQ,1969,0.037
Iraq,IRQ,1970,0.086
Iraq,IRQ,1971,0.077
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0.25
Iraq,IRQ,1974,0.306
Iraq,IRQ,1975,0.169
Iraq,IRQ,1976,-0.006
Iraq,IRQ,1977,0.297
Iraq,IRQ,1978,0.394
Iraq,IRQ,1979,0.9
Iraq,IRQ,1980,-0.95
Iraq,IRQ,1981,-0.222
Iraq,IRQ,1982,-0.028
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0.028
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-0.028
Iraq,IRQ,1987,5.556
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,5.695
Iraq,IRQ,1991,-6.959
Iraq,IRQ,1992,8.539
Iraq,IRQ,1993,2.619
Iraq,IRQ,1994,0.239
Iraq,IRQ,1995,2.422
Iraq,IRQ,1996,-1.751
Iraq,IRQ,1997,0.33
Iraq,IRQ,1998,-1.14
Iraq,IRQ,1999,-7.329
Iraq,IRQ,2000,-1.007
Iraq,IRQ,2001,1.334
Iraq,IRQ,2002,2.29
Iraq,IRQ,2003,0.453
Iraq,IRQ,2004,2.608
Iraq,IRQ,2005,-2.401
Iraq,IRQ,2006,0.176
Iraq,IRQ,2007,-1.211
Iraq,IRQ,2008,-4.389
Iraq,IRQ,2009,-0.315
Iraq,IRQ,2010,2.001
Iraq,IRQ,2011,-0.616
Iraq,IRQ,2012,2.516
Iraq,IRQ,2013,0.593
Iraq,IRQ,2014,-4.557
Iraq,IRQ,2015,-0.775
Iraq,IRQ,2016,2.036
Iraq,IRQ,2017,-3.039
Iraq,IRQ,2018,-0.923
Iraq,IRQ,2019,1.617
Ireland,IRL,1966,-0.258
Ireland,IRL,1967,-0.129
Ireland,IRL,1968,-0.097
Ireland,IRL,1969,-0.517
Ireland,IRL,1970,0.614
Ireland,IRL,1971,-0.937
Ireland,IRL,1972,0.614
Ireland,IRL,1973,-0.129
Ireland,IRL,1974,0.42
Ireland,IRL,1975,-0.743
Ireland,IRL,1976,0.194
Ireland,IRL,1977,0.42
Ireland,IRL,1978,-0.129
Ireland,IRL,1979,0.355
Ireland,IRL,1980,0.032
Ireland,IRL,1981,0.065
Ireland,IRL,1982,-0.162
Ireland,IRL,1983,-0.065
Ireland,IRL,1984,-0.258
Ireland,IRL,1985,0.42
Ireland,IRL,1986,0.226
Ireland,IRL,1987,-0.646
Ireland,IRL,1988,0.517
Ireland,IRL,1989,-0.485
Ireland,IRL,1990,-0.002
Ireland,IRL,1991,0.136
Ireland,IRL,1992,0.211
Ireland,IRL,1993,-0.117
